Compiler version,clang version 11.0.0 
Compiler flags,--target=riscv64 -Os --target=riscv64  -march=rv64imafdc -mabi=lp64d --gcc-toolchain=/home/pz/riscv-gnu-toolchain/mytoolchain/riscv64/ -B/home/pz/riscv-gnu-toolchain/mytoolchain/riscv64/riscv64-unknown-elf/bin/

Date,2020-06-10

jpeg-6b,ansi2knr.c.obj,3034
jpeg-6b,cdjpeg.c.obj,112
jpeg-6b,cjpeg.c.obj,6107
jpeg-6b,ckconfig.c.obj,2434
jpeg-6b,djpeg.c.obj,6719
jpeg-6b,jcapimin.c.obj,768
jpeg-6b,jcapistd.c.obj,466
jpeg-6b,jccoefct.c.obj,1822
jpeg-6b,jccolor.c.obj,1556
jpeg-6b,jcdctmgr.c.obj,1506
jpeg-6b,jchuff.c.obj,5370
jpeg-6b,jcinit.c.obj,190
jpeg-6b,jcmainct.c.obj,416
jpeg-6b,jcmarker.c.obj,2654
jpeg-6b,jcmaster.c.obj,2792
jpeg-6b,jcomapi.c.obj,138
jpeg-6b,jcparam.c.obj,3256
jpeg-6b,jcphuff.c.obj,6026
jpeg-6b,jcprepct.c.obj,1538
jpeg-6b,jcsample.c.obj,2480
jpeg-6b,jctrans.c.obj,1468
jpeg-6b,jdapimin.c.obj,1002
jpeg-6b,jdapistd.c.obj,934
jpeg-6b,jdatadst.c.obj,306
jpeg-6b,jdatasrc.c.obj,320
jpeg-6b,jdcoefct.c.obj,3202
jpeg-6b,jdcolor.c.obj,1298
jpeg-6b,jddctmgr.c.obj,888
jpeg-6b,jdhuff.c.obj,2760
jpeg-6b,jdinput.c.obj,1368
jpeg-6b,jdmainct.c.obj,1476
jpeg-6b,jdmarker.c.obj,6456
jpeg-6b,jdmaster.c.obj,1750
jpeg-6b,jdmerge.c.obj,1468
jpeg-6b,jdphuff.c.obj,3110
jpeg-6b,jdpostct.c.obj,802
jpeg-6b,jdsample.c.obj,1788
jpeg-6b,jdtrans.c.obj,324
jpeg-6b,jerror.c.obj,5998
jpeg-6b,jfdctflt.c.obj,500
jpeg-6b,jfdctfst.c.obj,482
jpeg-6b,jfdctint.c.obj,592
jpeg-6b,jidctflt.c.obj,902
jpeg-6b,jidctfst.c.obj,954
jpeg-6b,jidctint.c.obj,1124
jpeg-6b,jidctred.c.obj,1254
jpeg-6b,jmemmgr.c.obj,3550
jpeg-6b,jmemnobs.c.obj,64
jpeg-6b,jpegtran.c.obj,4252
jpeg-6b,jquant1.c.obj,3046
jpeg-6b,jquant2.c.obj,4324
jpeg-6b,jutils.c.obj,468
jpeg-6b,rdbmp.c.obj,2280
jpeg-6b,rdcolmap.c.obj,1172
jpeg-6b,rdgif.c.obj,101
jpeg-6b,rdjpgcom.c.obj,2659
jpeg-6b,rdppm.c.obj,1866
jpeg-6b,rdrle.c.obj,2
jpeg-6b,rdswitch.c.obj,2470
jpeg-6b,rdtarga.c.obj,1926
jpeg-6b,transupp.c.obj,4912
jpeg-6b,wrbmp.c.obj,1898
jpeg-6b,wrgif.c.obj,1590
jpeg-6b,wrjpgcom.c.obj,3397
jpeg-6b,wrppm.c.obj,624
jpeg-6b,wrrle.c.obj,2
jpeg-6b,wrtarga.c.obj,848
zlib-1.1.4,adler32.c.obj,344
zlib-1.1.4,compress.c.obj,148
zlib-1.1.4,crc32.c.obj,2330
zlib-1.1.4,deflate.c.obj,6424
